"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0048675","axon extension","1/657","121/18800",0.98667701213738,0.999999763654902,0.890900877284956,"SEMA3E",1
"BP","GO:0071356","cellular response to tumor necrosis factor","3/657","229/18800",0.987750449496709,0.999999763654902,0.890900877284956,"CCL20/KRT18/TRAF3IP2",3
"BP","GO:0030218","erythrocyte differentiation","1/657","124/18800",0.988034050133447,0.999999763654902,0.890900877284956,"MB",1
"BP","GO:0010594","regulation of endothelial cell migration","3/657","230/18800",0.988091150863339,0.999999763654902,0.890900877284956,"FGFBP1/CXCL13/CEACAM1",3
"BP","GO:0033865","nucleoside bisphosphate metabolic process","1/657","125/18800",0.988454998359101,0.999999763654902,0.890900877284956,"SULT2B1",1
"BP","GO:0033875","ribonucleoside bisphosphate metabolic process","1/657","125/18800",0.988454998359101,0.999999763654902,0.890900877284956,"SULT2B1",1
"BP","GO:0034032","purine nucleoside bisphosphate metabolic process","1/657","125/18800",0.988454998359101,0.999999763654902,0.890900877284956,"SULT2B1",1
"BP","GO:0070585","protein localization to mitochondrion","1/657","125/18800",0.988454998359101,0.999999763654902,0.890900877284956,"DNAJC15",1
"BP","GO:0051028","mRNA transport","1/657","126/18800",0.988861159862612,0.999999763654902,0.890900877284956,"IGF2BP3",1
"BP","GO:0008217","regulation of blood pressure","2/657","183/18800",0.988908044145075,0.999999763654902,0.890900877284956,"CHGA/PDE4D",2
"BP","GO:0002449","lymphocyte mediated immunity","6/657","365/18800",0.989073223276067,0.999999763654902,0.890900877284956,"FOXJ1/CEACAM1/TRAF3IP2/AZGP1/C4BPA/MAP3K7",6
"BP","GO:0018394","peptidyl-lysine acetylation","2/657","184/18800",0.989248088704041,0.999999763654902,0.890900877284956,"MUC1/MAP3K7",2
"BP","GO:0006401","RNA catabolic process","4/657","280/18800",0.98934865616029,0.999999763654902,0.890900877284956,"PKP3/SCGB1A1/TRAF3IP2/MYEF2",4
"BP","GO:0009895","negative regulation of catabolic process","5/657","324/18800",0.98939526730095,0.999999763654902,0.890900877284956,"PKP3/PTPN3/PBK/TRAF3IP2/MAD2L1",5
"BP","GO:0009117","nucleotide metabolic process","9/657","487/18800",0.989405382111328,0.999999763654902,0.890900877284956,"ENPP3/HKDC1/GDA/SULT2B1/TYMS/IDO1/RRM2/PDE4D/MLXIPL",9
"BP","GO:0031929","TOR signaling","1/657","128/18800",0.989631179145081,0.999999763654902,0.890900877284956,"FAM83D",1
"BP","GO:0031331","positive regulation of cellular catabolic process","8/657","449/18800",0.989726187305417,0.999999763654902,0.890900877284956,"CDC20B/SH3RF2/LRP2/CDC20/EZR/MAP3K7/MLXIPL/PLK1",8
"BP","GO:0010595","positive regulation of endothelial cell migration","1/657","131/18800",0.990687696764937,0.999999763654902,0.890900877284956,"FGFBP1",1
"BP","GO:0002443","leukocyte mediated immunity","8/657","457/18800",0.991371458021941,0.999999763654902,0.890900877284956,"FOXJ1/CHGA/CEACAM1/TRAF3IP2/AZGP1/STXBP2/C4BPA/MAP3K7",8
"BP","GO:0090305","nucleic acid phosphodiester bond hydrolysis","3/657","244/18800",0.992001911964486,0.999999763654902,0.890900877284956,"ENPP3/AZGP1/RBBP8",3
"BP","GO:0010508","positive regulation of autophagy","1/657","136/18800",0.992215100046753,0.999999763654902,0.890900877284956,"MAP3K7",1
"BP","GO:0006403","RNA localization","2/657","196/18800",0.992613841134696,0.999999763654902,0.890900877284956,"NUP62CL/IGF2BP3",2
"BP","GO:1903311","regulation of mRNA metabolic process","4/657","294/18800",0.992656576697694,0.999999763654902,0.890900877284956,"PKP3/SCGB1A1/TRAF3IP2/MYEF2",4
"BP","GO:0006790","sulfur compound metabolic process","5/657","339/18800",0.992716622024251,0.999999763654902,0.890900877284956,"PAX8/B3GNT3/SULT2B1/CHST9/SLC7A11",5
"BP","GO:0017148","negative regulation of translation","3/657","248/18800",0.992869202537595,0.999999763654902,0.890900877284956,"GRB7/TYMS/IGF2BP3",3
"BP","GO:0008203","cholesterol metabolic process","1/657","139/18800",0.993008660294195,0.999999763654902,0.890900877284956,"SULT2B1",1
"BP","GO:0045089","positive regulation of innate immune response","1/657","140/18800",0.993254805205332,0.999999763654902,0.890900877284956,"MAP3K7",1
"BP","GO:0050864","regulation of B cell activation","2/657","200/18800",0.993487452477728,0.999999763654902,0.890900877284956,"FOXJ1/XBP1",2
"BP","GO:0034763","negative regulation of transmembrane transport","1/657","141/18800",0.993492296790546,0.999999763654902,0.890900877284956,"KCNRG",1
"BP","GO:0045727","positive regulation of translation","1/657","141/18800",0.993492296790546,0.999999763654902,0.890900877284956,"KRT17",1
"BP","GO:0031647","regulation of protein stability","4/657","300/18800",0.993749770868331,0.999999763654902,0.890900877284956,"MSX1/TSPAN1/SOX17/PLK1",4
"BP","GO:0030099","myeloid cell differentiation","6/657","391/18800",0.994134866299881,0.999999763654902,0.890900877284956,"HOXB8/CEACAM1/UBD/HOXA9/HOXB7/MB",6
"BP","GO:0009165","nucleotide biosynthetic process","3/657","255/18800",0.994172988391203,0.999999763654902,0.890900877284956,"TYMS/IDO1/RRM2",3
"BP","GO:0043543","protein acylation","3/657","258/18800",0.994658166784369,0.999999763654902,0.890900877284956,"MUC1/MAP3K7/ESCO2",3
"BP","GO:1902652","secondary alcohol metabolic process","1/657","149/18800",0.995115016643823,0.999999763654902,0.890900877284956,"SULT2B1",1
"BP","GO:0002573","myeloid leukocyte differentiation","2/657","210/18800",0.995252716998656,0.999999763654902,0.890900877284956,"CEACAM1/UBD",2
"BP","GO:0043535","regulation of blood vessel endothelial cell migration","1/657","150/18800",0.995287095034526,0.999999763654902,0.890900877284956,"FGFBP1",1
"BP","GO:0050871","positive regulation of B cell activation","1/657","152/18800",0.995613306211545,0.999999763654902,0.890900877284956,"XBP1",1
"BP","GO:0090501","RNA phosphodiester bond hydrolysis","1/657","152/18800",0.995613306211545,0.999999763654902,0.890900877284956,"AZGP1",1
"BP","GO:0045834","positive regulation of lipid metabolic process","1/657","153/18800",0.995767856716641,0.999999763654902,0.890900877284956,"MLXIPL",1
"BP","GO:0016125","sterol metabolic process","1/657","154/18800",0.995916970147067,0.999999763654902,0.890900877284956,"SULT2B1",1
"BP","GO:0006605","protein targeting","4/657","317/18800",0.996063042497667,0.999999763654902,0.890900877284956,"AP1M2/PDZK1/RAB3IP/DNAJC15",4
"BP","GO:0002377","immunoglobulin production","2/657","218/18800",0.996318864230427,0.999999763654902,0.890900877284956,"TRAF3IP2/XBP1",2
"BP","GO:0009150","purine ribonucleotide metabolic process","5/657","366/18800",0.996357954413047,0.999999763654902,0.890900877284956,"HKDC1/GDA/SULT2B1/PDE4D/MLXIPL",5
"BP","GO:0070665","positive regulation of leukocyte proliferation","1/657","158/18800",0.996462773921159,0.999999763654902,0.890900877284956,"IL5RA",1
"BP","GO:0015980","energy derivation by oxidation of organic compounds","4/657","321/18800",0.996472732791197,0.999999763654902,0.890900877284956,"CDK1/CCNB1/DNAJC15/MLXIPL",4
"BP","GO:2000113","negative regulation of cellular macromolecule biosynthetic process","3/657","275/18800",0.996749977082262,0.999999763654902,0.890900877284956,"GRB7/TYMS/IGF2BP3",3
"BP","GO:0034249","negative regulation of cellular amide metabolic process","3/657","276/18800",0.996844283803234,0.999999763654902,0.890900877284956,"GRB7/TYMS/IGF2BP3",3
"BP","GO:0050870","positive regulation of T cell activation","2/657","223/18800",0.996861814564449,0.999999763654902,0.890900877284956,"IHH/XBP1",2
"BP","GO:0001959","regulation of cytokine-mediated signaling pathway","1/657","166/18800",0.997345501459183,0.999999763654902,0.890900877284956,"SIGIRR",1
"BP","GO:0009451","RNA modification","1/657","166/18800",0.997345501459183,0.999999763654902,0.890900877284956,"RBM47",1
"BP","GO:0034250","positive regulation of cellular amide metabolic process","1/657","167/18800",0.997439094114615,0.999999763654902,0.890900877284956,"KRT17",1
"BP","GO:0045088","regulation of innate immune response","2/657","231/18800",0.997571197389816,0.999999763654902,0.890900877284956,"CEACAM1/MAP3K7",2
"BP","GO:0010506","regulation of autophagy","4/657","336/18800",0.997672369183758,0.999999763654902,0.890900877284956,"ATP6V1B1/MAPK15/ATP6V1C2/MAP3K7",4
"BP","GO:0009259","ribonucleotide metabolic process","5/657","384/18800",0.997730460669824,0.999999763654902,0.890900877284956,"HKDC1/GDA/SULT2B1/PDE4D/MLXIPL",5
"BP","GO:0006163","purine nucleotide metabolic process","5/657","394/18800",0.998260965945484,0.999999763654902,0.890900877284956,"HKDC1/GDA/SULT2B1/PDE4D/MLXIPL",5
"BP","GO:0019693","ribose phosphate metabolic process","5/657","394/18800",0.998260965945484,0.999999763654902,0.890900877284956,"HKDC1/GDA/SULT2B1/PDE4D/MLXIPL",5
"BP","GO:0060759","regulation of response to cytokine stimulus","1/657","178/18800",0.998274719247518,0.999999763654902,0.890900877284956,"SIGIRR",1
"BP","GO:1903039","positive regulation of leukocyte cell-cell adhesion","2/657","245/18800",0.998452880503571,0.999999763654902,0.890900877284956,"IHH/XBP1",2
"BP","GO:0006091","generation of precursor metabolites and energy","7/657","494/18800",0.998645746525901,0.999999763654902,0.890900877284956,"GPX2/HKDC1/CDK1/CCNB1/IDO1/DNAJC15/MLXIPL",7
"BP","GO:0072521","purine-containing compound metabolic process","5/657","416/18800",0.999039779463201,0.999999763654902,0.890900877284956,"HKDC1/GDA/SULT2B1/PDE4D/MLXIPL",5
"BP","GO:0006417","regulation of translation","5/657","463/18800",0.999739052944587,0.999999763654902,0.890900877284956,"KRT17/GRB7/TYMS/YBX2/IGF2BP3",5
"BP","GO:0006909","phagocytosis","2/657","310/18800",0.999816133925179,0.999999763654902,0.890900877284956,"MST1R/C4BPA",2
"BP","GO:0050907","detection of chemical stimulus involved in sensory perception","4/657","478/18800",0.999963631283822,0.999999763654902,0.890900877284956,"PIGR/CST1/AZGP1/CA6",4
"BP","GO:0002696","positive regulation of leukocyte activation","3/657","421/18800",0.999963644388798,0.999999763654902,0.890900877284956,"IHH/PLA2G4A/XBP1",3
"BP","GO:0051251","positive regulation of lymphocyte activation","2/657","371/18800",0.999976118408852,0.999999763654902,0.890900877284956,"IHH/XBP1",2
"BP","GO:0050867","positive regulation of cell activation","3/657","436/18800",0.99997748019837,0.999999763654902,0.890900877284956,"IHH/PLA2G4A/XBP1",3
"BP","GO:0008380","RNA splicing","3/657","438/18800",0.999978877462897,0.999999763654902,0.890900877284956,"ESRP1/ILDR1/AHNAK2",3
"BP","GO:0007608","sensory perception of smell","2/657","458/18800",0.999998766726767,0.999999763654902,0.890900877284956,"OBP2B/CNGA4",2
"BP","GO:0006397","mRNA processing","2/657","500/18800",0.99999971026094,0.999999763654902,0.890900877284956,"ESRP1/APOBEC4",2
"BP","GO:0034470","ncRNA processing","1/657","424/18800",0.999999763654902,0.999999763654902,0.890900877284956,"ESR1",1
"CC","GO:0001533","cornified envelope","18/688","45/19594",3.73751159029986e-15,1.65198012291254e-12,1.451728186127e-12,"SPRR2D/SPRR3/PKP3/PI3/DSP/SPRR1B/SPRR1A/KRT10/EVPL/RPTN/SCEL/IVL/PPL/SPRR2E/DSC2/TCHH/FLG/DSG4",18
"CC","GO:0016324","apical plasma membrane","46/688","358/19594",2.64252010337494e-14,5.83996942845862e-12,5.13205220076502e-12,"EPCAM/MAL2/CEACAM5/AQP5/UPK1B/MAL/ATP6V1B1/PROM1/ZMYND10/ERBB3/ENPP3/OCLN/SCNN1A/MARVELD2/CEACAM6/MUC20/CLDN4/SLC15A2/MUC1/SLC44A4/PROM2/SLC34A2/MUC13/CEACAM1/PODXL/SPTBN2/SLC6A20/SPEF1/LRP2/PAPPA2/SCNN1G/PDZK1/SLC52A3/ATP2B2/GJB6/SLC5A1/SLC2A1/SHROOM3/HPN/ASPM/FZD6/ANO1/PDE4D/CLCA4/EZR/PARD6B",46
"CC","GO:0045177","apical part of cell","50/688","424/19594",5.86127217111379e-14,8.63560766544098e-12,7.58880502154733e-12,"EPCAM/MAL2/CEACAM5/AQP5/UPK1B/MAL/ATP6V1B1/PROM1/HOMER2/ZMYND10/ERBB3/ENPP3/OCLN/SCNN1A/MARVELD2/CEACAM6/MUC20/CLDN4/SLC15A2/MUC1/SLC44A4/MYO5B/EDAR/PROM2/SLC34A2/MUC13/CEACAM1/PODXL/SPTBN2/SLC6A20/SPEF1/LRP2/PAPPA2/SCNN1G/PDZK1/SLC52A3/ATP2B2/GJB6/SLC5A1/SLC2A1/SHROOM3/HPN/ASPM/FZD6/ANO1/PDE4D/SLC7A11/CLCA4/EZR/PARD6B",50
"CC","GO:0005874","microtubule","40/688","435/19594",3.11008506767709e-08,3.43664399978319e-06,3.02005628940223e-06,"NEK2/CHMP4C/DNAH12/TUBA4B/KIF13A/KIF1A/HID1/TPPP3/MAP7/DNAH11/KIF4A/CAMSAP3/TEKT1/CDK1/DNAH10/SPEF1/DYNLRB2/TEKT2/SPAG17/TPX2/DNAH5/KIFC1/KIF15/CAPN6/KIF9/BIRC5/SHROOM3/ASPM/HOOK1/RP1/GTSE1/GAS2L2/DNAH9/DNAI1/DCDC1/SKA1/SPAG5/KIF12/NUSAP1/PLK1",40
"CC","GO:0005911","cell-cell junction","43/688","497/19594",5.49266358006384e-08,4.85551460477643e-06,4.26693233903907e-06,"GRHL2/EPCAM/STXBP6/CXADR/PKP3/DSP/CLDN7/ADD3/TRIM29/OCLN/MARVELD2/MAPK15/ILDR1/CLDN4/CDH1/CGN/EVPL/BAIAP2L1/CEACAM1/CAMSAP3/PODXL/SPTBN2/CDHR3/CRB3/CTNNA2/CLDN3/PPL/KRT18/POF1B/F11R/GJB6/CDCA3/SLC2A1/SHROOM3/HPN/PERP/AMOT/DSC2/EZR/DSG4/COL17A1/ADCYAP1R1/PARD6B",43
"CC","GO:0009925","basal plasma membrane","28/688","251/19594",7.24130371518233e-08,5.33442707018432e-06,4.68779135246014e-06,"EPCAM/SLC26A7/CEACAM5/AQP5/CXADR/ATP6V1B1/DSP/ERBB4/SLC29A2/CLDN7/ERBB3/ATP2C2/TACSTD2/ST14/MARVELD2/MUC20/CLDN4/PROM2/MAP7/CEACAM1/SPEF1/ITGB4/ATP2B2/SLC16A12/SLC2A1/MST1R/HPGD/EZR",28
"CC","GO:0045178","basal part of cell","29/688","269/19594",8.954880411964e-08,5.65436734584012e-06,4.96894867972138e-06,"KRT14/EPCAM/SLC26A7/CEACAM5/AQP5/CXADR/ATP6V1B1/DSP/ERBB4/SLC29A2/CLDN7/ERBB3/ATP2C2/TACSTD2/ST14/MARVELD2/MUC20/CLDN4/PROM2/MAP7/CEACAM1/SPEF1/ITGB4/ATP2B2/SLC16A12/SLC2A1/MST1R/HPGD/EZR",29
"CC","GO:0000779","condensed chromosome, centromeric region","21/688","156/19594",1.33654882696228e-07,6.91261837451252e-06,6.0746753517388e-06,"NEK2/CHMP4C/CENPF/TTK/NUF2/HJURP/ZWINT/BUB1/CCNB1/CDT1/MAD2L1/BUB1B/BIRC5/REC8/NCAPG/CENPW/ERCC6L/SPC24/SKA1/SPAG5/PLK1",21
"CC","GO:0031528","microvillus membrane","9/688","26/19594",1.40754672784192e-07,6.91261837451252e-06,6.0746753517388e-06,"PROM1/S100P/MUC20/SYTL1/PROM2/CEACAM1/PODXL/PDZK1/EZR",9
"CC","GO:0000776","kinetochore","20/688","146/19594",1.98396244582887e-07,8.7691140105636e-06,7.70612781590372e-06,"NEK2/CHMP4C/CENPF/TTK/NUF2/HJURP/ZWINT/BUB1/CCNB1/CDT1/MAD2L1/BUB1B/BIRC5/REC8/CENPW/ERCC6L/SPC24/SKA1/SPAG5/PLK1",20
"CC","GO:0000775","chromosome, centromeric region","25/688","227/19594",4.60824890765724e-07,1.85167819744046e-05,1.62721899227323e-05,"NEK2/CHMP4C/CENPF/TTK/TOP2A/NUF2/HJURP/ZWINT/BUB1/CCNB1/CDT1/MAD2L1/BUB1B/BIRC5/REC8/NCAPG/EZH2/CENPW/OIP5/ERCC6L/SPC24/SKA1/SPAG5/ESCO2/PLK1",25
"CC","GO:0005902","microvillus","15/688","90/19594",5.19137117908301e-07,1.91215505096224e-05,1.68036488165055e-05,"AQP5/ATP6V1B1/FOXA1/PROM1/ESPN/S100P/MUC20/SYTL1/PROM2/CEACAM1/PODXL/SPEF1/PDZK1/PLEKHG6/EZR",15
"CC","GO:0000793","condensed chromosome","26/688","255/19594",1.20776777483501e-06,4.10641043443903e-05,3.60863408027626e-05,"NEK2/RSPH1/ADD3/CHMP4C/CENPF/TTK/MKI67/TOP2A/NUF2/HJURP/ZWINT/BUB1/CDX2/CCNB1/CDT1/MAD2L1/BUB1B/BIRC5/REC8/NCAPG/CENPW/ERCC6L/SPC24/SKA1/SPAG5/PLK1",26
"CC","GO:0030057","desmosome","8/688","25/19594",1.41223258315022e-06,4.45862001251711e-05,3.91814904648443e-05,"PKP3/DSP/EVPL/PPL/POF1B/PERP/DSC2/DSG4",8
"CC","GO:0005882","intermediate filament","23/688","216/19594",2.36306909076699e-06,6.96317692079341e-05,6.11910522451242e-05,"KRT6A/KRT5/KRT16/KRT14/KRT23/KRT31/KRT13/DSP/KRT7/KRT10/KRT17/KRT81/EVPL/KRT19/KRT80/FAM83H/KRT6B/PPL/KRT18/KRT75/KRT6C/LMNB1/KRT15",23
"CC","GO:0005930","axoneme","17/688","131/19594",3.45320189111845e-06,9.53947022421471e-05,8.38310195935991e-05,"AKAP14/DNAAF1/CCDC65/DNAH11/CENPF/CAMSAP3/DNAH10/SPEF1/MAK/SPAG17/DNAH5/RP1/DNAH9/DNAJB13/CCDC113/DNAI1/DNALI1",17
"CC","GO:0097014","ciliary plasm","17/688","132/19594",3.83652045697449e-06,9.97495318813368e-05,8.76579596670952e-05,"AKAP14/DNAAF1/CCDC65/DNAH11/CENPF/CAMSAP3/DNAH10/SPEF1/MAK/SPAG17/DNAH5/RP1/DNAH9/DNAJB13/CCDC113/DNAI1/DNALI1",17
"CC","GO:0043296","apical junction complex","18/688","148/19594",4.58402631392088e-06,0.000112563312819613,9.89184625635559e-05,"EPCAM/CXADR/CLDN7/OCLN/MARVELD2/MAPK15/CLDN4/CDH1/CGN/CAMSAP3/CRB3/CLDN3/POF1B/F11R/SHROOM3/AMOT/ADCYAP1R1/PARD6B",18
"CC","GO:0031514","motile cilium","23/688","227/19594",5.48134856036821e-06,0.000127513477035934,0.000112056377771516,"ENKUR/RSPH1/ROPN1L/DEFB1/SCNN1A/TTC29/CCDC65/SPA17/DNAH11/CAMSAP3/TEKT1/SPEF1/MAK/TEKT2/SPAG17/TSGA10/DNAH5/KIF9/DNAH9/DNAJB13/DNAI1/DNALI1/SPEF2",23
"CC","GO:0045095","keratin filament","14/688","102/19594",1.29851989104986e-05,0.000278483916737987,0.000244726280724738,"KRT6A/KRT5/KRT14/KRT13/KRT7/KRT10/KRT17/KRT81/KRT80/FAM83H/KRT6B/KRT18/KRT75/KRT6C",14
"CC","GO:0005875","microtubule associated complex","18/688","160/19594",1.3709682836977e-05,0.000278483916737987,0.000244726280724738,"DNAH12/KIF13A/CCDC65/KIF1A/MAP7/DNAH11/DNAH10/DYNLRB2/DNAH5/KIFC1/KIF15/KIF9/BIRC5/RP1/DNAH9/DNAI1/DNALI1/KIF12",18
"CC","GO:0045111","intermediate filament cytoskeleton","24/688","257/19594",1.38611904258727e-05,0.000278483916737987,0.000244726280724738,"KRT6A/KRT5/KRT16/KRT14/KRT23/KRT31/KRT13/DSP/KRT7/KRT10/KRT17/KRT81/EVPL/KRT19/KRT80/FAM83H/KRT6B/PPL/KRT18/KRT75/KRT6C/LMNB1/S100A8/KRT15",24
"CC","GO:0070160","tight junction","16/688","132/19594",1.60336157280659e-05,0.000302966172005945,0.000266240813217894,"EPCAM/CXADR/CLDN7/OCLN/MARVELD2/MAPK15/ILDR1/CLDN4/CGN/CRB3/CLDN3/POF1B/F11R/AMOT/ADCYAP1R1/PARD6B",16
"CC","GO:0016323","basolateral plasma membrane","22/688","226/19594",1.6450651873626e-05,0.000302966172005945,0.000266240813217894,"EPCAM/SLC26A7/CEACAM5/CXADR/ATP6V1B1/DSP/ERBB4/SLC29A2/CLDN7/ERBB3/ATP2C2/ST14/MARVELD2/MUC20/PROM2/MAP7/SPEF1/ATP2B2/SLC16A12/SLC2A1/HPGD/EZR",22
